Type,FiscalYear,OperationID,StartDate1,EndDate1,StartDate2,EndDate2,InProgressDate,Cost,CostCalculated,ApproxPageNumber,Appendix,Offset,FileVolume,FilePart
Operation,1908,14619102803978979,1902,1902,,,,,no,629,No,2205035,,I
Operation,1908,14619102803978981,,,,,,,no,632,No,2210193,,I
Operation,1908,14619102803979073,,,,,,,no,812,No,2842595,,I
Operation,1908,14619102803978983,,,,,,,no,639,No,2235674,,I
Operation,1908,14619102803979075,,,,,,,no,812,No,2842627,,I
Operation,1908,14619102803978985,,,,,,,no,639,No,2235776,,I
Operation,1908,14619102803979074,,,,,,,no,812,No,2842659,,I
Operation,1908,14619102803979069,,,,,,,no,801,No,2799764,,I
Operation,1908,14619102803978970,,,,,,,no,576,No,2016370,,I
Operation,1908,14619102803978972,,,,,,,no,589,No,2060289,,I
Operation,1908,14619102803978974,,,,,,,no,619,No,2148577,,I
Operation,1908,14619102803978977,,,,,,"$550,800",no,629,No,2204255,,I
Operation,1908,14619102803979093,,,,,,,no,854,No,2998739,,I
Operation,1908,14619102803978994,,,,,,,no,694,No,2423941,,I
Operation,1908,14619102803978996,,,,,,,no,696,No,2428963,,I
Operation,1908,14619102803978998,,"June 30, 1908",,,,,no,698,No,2434679,,I
Operation,1908,14619102803979000,,,,,,,no,698,No,2440699,,I
Operation,1908,14619102803978987,,,,,,,no,673,No,2347123,,I
Operation,1908,14619102803978990,,,,,,,no,679,No,2369546,,I
Operation,1908,14619102803978992,"June 19, 1908","June 19, 1908",,,,,no,693,No,2417348,,I
Operation,1908,14619102803978946,,,,,,,no,529,No,1851280,,I
Operation,1908,14619102803978948,,,,,,"$1,711,855.96",no,2,No,1971872,,I
Operation,1908,14619102803978951,,,,,,,no,565,No,1978986,,I
Operation,1908,14619102803979104,,,,,,,no,922,Yes,3214632,,I
Operation,1908,14619102803978953,,,,,,,no,573,No,2003791,,I
Operation,1908,14619102803979106,,,,,,,no,922,Yes,3214810,,I
Operation,1908,14619102803978939,,,,,,,no,497,No,1736187,,I
Operation,1908,14619102803979103,,,,,,,no,922,Yes,3214559,,I
Operation,1908,14619102803978941,,,,,,,no,497,No,1736392,,I
Operation,1908,14619102803978943,,,,,,,no,498,No,1738488,,I
Operation,1908,14619102803978963,"July 1, 1907","December 15, 1907","June 8, 1908","June 30, 1908",,,no,576,No,2015897,,I
Operation,1908,14619102803979126,,,,,,,no,932,Yes,3249604,,I
Operation,1908,14619102803978966,,,,,,,no,576,No,2015939,,I
Operation,1908,14619102803978968,,,,,,,no,576,No,2015973,,I
Operation,1908,14619102803978955,,,,,,,no,573,No,2003997,,I
Operation,1908,14619102803978957,,,,,,,no,573,No,2004121,,I
Operation,1908,14619102803978959,,,,,,,no,573,No,2004945,,I
Operation,1908,14619102803978961,,,,,,,no,573,No,2005591,,I
Operation,1908,14619102803979042,,,,,,,no,753,No,2635579,,I
Operation,1908,14619102803979044,,,,,,,no,753,No,2635649,,I
Operation,1908,14619102803979046,May 22,June 6,,,,,no,760,No,2656553,,I
Operation,1908,14619102803979048,,,,,,,no,772,No,2699320,,I
Operation,1908,14619102803979035,,,,,,,no,751,No,2628400,,I
Operation,1908,14619102803979037,,,,,,"$115,000",no,753,No,2635014,,I
Operation,1908,14619102803979039,,"July 20, 1907",,,,,no,753,No,2635387,,I
Operation,1908,14619102803979060,,,,,,,no,784,No,2741059,,I
Operation,1908,14619102803979062,"January, 1907","September 5, 1907",,,,,no,790,No,2761708,,I
Operation,1908,14619102803979064,"March 25, 1908","May 28, 1908",,,,,no,790,No,2761981,,I
Operation,1908,14619102803979050,,,,,,,no,780,No,2725327,,I
Operation,1908,14619102803979053,,,,,,,no,,No,2730206,,I
Operation,1908,14619102803979055,"April 1, 1905",,,,,"$215,718.43",no,783,No,2736091,,I
Operation,1908,14619102803979057,,,,,,"$168,579.90",no,783,No,2736406,,I
Operation,1908,14619102803979010,July 17,August 3,,,,,no,709,No,2476458,,I
Operation,1908,14619102803979012,,,,,,,no,709,No,2476622,,I
Operation,1908,14619102803979014,,,,,,,no,711,No,2481773,,I
Operation,1908,14619102803979016,,,,,,,no,718,No,2508889,,I
Operation,1908,14619102803979002,,,,,,,no,702,No,2448595,,I
Operation,1908,14619102803979004,,,,,,,no,702,No,2450724,,I
Operation,1908,14619102803979006,,,,,,,no,707,No,2468038,,I
Operation,1908,14619102803979008,,,,,,,no,708,No,2472192,,I
Operation,1908,14619102803979061,,,,,,,no,784,No,2741084,,I
Operation,1908,14619102803979027,,October 1,,,,,no,747,No,2612839,,I
Operation,1908,14619102803979029,,,,,,,no,747,No,2613296,,I
Operation,1908,14619102803979031,August 19,August 26,August 26,October 6,,,no,751,No,2627259,,I
Operation,1908,14619102803979033,October 7,December 7,,,,"$4,095.63",no,751,No,2627489,,I
Operation,1908,14619102803979018,,,,,,,no,719,No,2509574,,I
Operation,1908,14619102803979054,,,,,,,no,,No,2730181,,I
Operation,1908,14619102803979020,,"October 9, 1905",,,,,no,749,No,2602211,,I
Operation,1908,14619102803979022,,,,,,"$26,356.67",no,749,No,2602378,,I
Operation,1908,14619102803979025,,,,,,,no,747,No,2612668,,I
Operation,1908,14619102803978850,,,,,,,no,258,No,894444,,I
Operation,1908,14619102803978852,,,,,,,no,258,No,894514,,I
Operation,1908,14619102803978854,,,,,,,no,277,No,956851,,I
Operation,1908,14619102803978856,,,,,,,no,293,No,1011076,,I
Operation,1908,14619102803978843,,,,,,,no,255,No,884253,,I
Operation,1908,14619102803979198,,,,,,,no,,Yes,3476003,,I
Operation,1908,14619102803978846,,,,,,,no,257,No,889895,,I
Operation,1908,14619102803978848,,,,,,,no,257,No,889967,,I
Operation,1908,14619102803978867,,,,,,,no,318,No,1098391,,I
Operation,1908,14619102803978869,,,,,,,no,320,No,1106248,,I
Operation,1908,14619102803978871,,,,,,,no,320,No,1106392,,I
Operation,1908,14619102803978873,,,,,,,no,326,No,1128315,,I
Operation,1908,14619102803978858,,,,,,,no,307,No,1058843,,I
Operation,1908,14619102803978860,,,,,,,no,811,No,1072357,,I
Operation,1908,14619102803978862,,,,,,,no,813,No,1079800,,I
Operation,1908,14619102803978865,,,,,,,no,315,No,1086013,,I
Operation,1908,14619102803978818,,,,,,,no,245,No,847611,,I
Operation,1908,14619102803978820,,,,,,,no,246,No,851844,,I
Operation,1908,14619102803979232,,,,,,,no,1004,Yes,3519614,,I
Operation,1908,14619102803978822,,,,,,,no,246,No,853558,,I
Operation,1908,14619102803979234,,,,,,,no,1004,Yes,3520120,,I
Operation,1908,14619102803978824,,,,,,,no,247,No,857092,,I
Operation,1908,14619102803978811,,,,,,,no,241,No,836105,,I
Operation,1908,14619102803979231,,,,,,,no,1004,Yes,3519556,,I
Operation,1908,14619102803978813,,,,,,,no,243,No,843196,,I
Operation,1908,14619102803978815,,,,,,,no,244,No,847079,,I
Operation,1908,14619102803978834,,,,,,,no,252,No,874786,,I
Operation,1908,14619102803978836,,,,,,,no,252,No,874851,,I
Operation,1908,14619102803978838,,,,,,,no,254,No,879420,,I
Operation,1908,14619102803978840,,,,,,,no,254,No,879492,,I
Operation,1908,14619102803978826,,,,,,,no,249,No,861449,,I
Operation,1908,14619102803978828,,,,,,,no,250,No,866133,,I
Operation,1908,14619102803978830,,,,,,,no,251,No,870328,,I
Operation,1908,14619102803978832,,,,,,,no,251,No,870400,,I
Operation,1908,14619102803978915,,,,,,"$58,954.40",no,,No,1528813,,I
Operation,1908,14619102803978917,March 17,April 28,,,,"$22,992.85",no,140,No,1530603,,I
Operation,1908,14619102803978919,,,,,,,no,452,No,1578272,,I
Operation,1908,14619102803978921,,,,,,"$16,028.61",no,454,No,1584967,,I
Operation,1908,14619102803979138,,,,,,,no,944,Yes,3285668,,I
Operation,1908,14619102803978908,,,,,,,no,,No,1528116,,I
Operation,1908,14619102803978910,"September, 1906",,,,,,no,,No,1528344,,I
Operation,1908,14619102803978912,,,,,,,no,,No,1528671,,I
Operation,1908,14619102803978931,,,,,,,no,461,No,1608481,,I
Operation,1908,14619102803978933,,,,,,,no,461,No,1610238,,I
Operation,1908,14619102803978935,,"January 14, 1901",,,,,no,478,No,1667510,,I
Operation,1908,14619102803978937,,,,,,,no,478,No,1668277,,I
Operation,1908,14619102803978923,,,,,,"$30,606.60",no,454,No,1585186,,I
Operation,1908,14619102803978925,,,,,,,no,455,No,1588061,,I
Operation,1908,14619102803978927,,,,,,,no,456,No,1592899,,I
Operation,1908,14619102803978929,,,,,,,no,456,No,1592951,,I
Operation,1908,14619102803978883,,,,,,,no,408,No,1414761,,I
Operation,1908,14619102803978885,,,,,,,no,413,No,1429676,,I
Operation,1908,14619102803978887,,,,,,,no,413,No,1429786,,I
Operation,1908,14619102803978889,,,,,,"$66,534.81",no,415,No,1438066,,I
Operation,1908,14619102803978875,,,,,,,no,326,No,1128407,,I
Operation,1908,14619102803978877,,,,,,,no,344,No,1193356,,I
Operation,1908,14619102803978879,,,,,,,no,39,No,1331053,,I
Operation,1908,14619102803978881,,,,,,,no,894,No,1361767,,I
Operation,1908,14619102803978899,,,,,,,no,488,No,1524447,,I
Operation,1908,14619102803978901,,,,,,,no,488,No,1524539,,I
Operation,1908,14619102803978903,"March, 1905",,,,,,no,,No,1527594,,I
Operation,1908,14619102803978905,"October 10, 1905","February, 1908",,,,,no,,No,1527948,,I
Operation,1908,14619102803979181,,,,,,,no,972,Yes,3403783,,I
Operation,1908,14619102803979180,,,,,,,no,972,Yes,3403741,,I
Operation,1908,14619102803978893,,"April 15, 1908",,,,"$202,540.64",no,421,No,1460147,,I
Operation,1908,14619102803979177,,,,,,,no,972,Yes,3403550,,I
Operation,1908,14619102803978895,,,,,,,no,424,No,1467568,,I
Operation,1908,14619102803978897,,,,,,"$216,210.18",no,424,No,1467685,,I
Operation,1908,14619102803979178,,,,,,,no,972,Yes,3403615,,I
Operation,1909,17166468254745200,"June 22, 1909",,,,,"$5,927.04",no,663,No,2454183,,I
Operation,1909,17166468254745194,,,,,,"$180,239.54",no,662,No,2452837,,I
Operation,1909,17166468254745815,,,,,,,no,1253,Yes,5059570,,I
Operation,1909,17166468254745196,,,,,,,no,663,No,2453646,,I
Operation,1909,17166468254745206,"July 1, 1908",November 18,,,,,no,670,No,2481762,,I
Operation,1909,17166468254745208,May 1909,"June, 1909",,,,"$7,027",no,673,No,2490965,,I
Operation,1909,17166468254745202,1902,1902,,,,,no,663,No,2455736,,I
Operation,1909,17166468254745204,,,,,,"$1,245.16",no,668,No,2472608,,I
Operation,1909,17166468254745183,,,,,,,no,610,No,2260268,,I
Operation,1909,17166468254745185,,,,,,,no,610,No,2260299,,I
Operation,1909,17166468254745179,,,,,,,no,610,No,2259790,,I
Operation,1909,17166468254745181,,,,,,,no,610,No,2260169,,I
Operation,1909,17166468254745192,,,,,,"$550,800",no,662,No,2451836,,I
Operation,1909,17166468254745187,,,,,,,no,623,No,2307733,,I
Operation,1909,17166468254745189,,,,,,,no,646,No,2394177,,I
Operation,1909,17166468254745167,,,,,,,no,607,No,2248805,,I
Operation,1909,17166468254745843,,,,,,,no,1097,Yes,4340229,,I
Operation,1909,17166468254745169,,,,,,,no,607,No,2249040,,I
Operation,1909,17166468254745163,,,,,,,no,607,No,2248531,,I
Operation,1909,17166468254745165,,,,,,,no,607,No,2248753,,I
Operation,1909,17166468254745175,,,,,,,no,610,No,2258632,,I
Operation,1909,17166468254745177,,,,,,,no,610,No,2258670,,I
Operation,1909,17166468254745172,,,,,,,no,610,No,2258594,,I
Operation,1909,17166468254745150,,,,,,,no,599,No,2220424,,I
Operation,1909,17166468254745152,,,,,,,no,607,No,2246469,,I
Operation,1909,17166468254745148,"October, 1908","October, 1908",,,,,no,591,No,2189866,,I
Operation,1909,17166468254745158,,,,,,,no,607,No,2248023,,I
Operation,1909,17166468254745160,,,,,,,no,607,No,2248470,,I
Operation,1909,17166468254745154,,,,,,,no,607,No,2246599,,I
Operation,1909,17166468254745823,,,,,,,no,1259,Yes,5090618,,I
Operation,1909,17166468254745822,,,,,,,no,1259,Yes,5090589,,I
Operation,1909,17166468254745156,,,,,,,no,607,No,2247995,,I
Operation,1909,17166468254745262,,,,,,$677.31,no,808,No,2985770,,I
Operation,1909,17166468254745264,,,,,,,no,816,No,3012629,,I
Operation,1909,17166468254745258,,November 24,,,,,no,790,No,2921842,,I
Operation,1909,17166468254745260,,,,,,"$4,530.12",no,801,No,2960597,,I
Operation,1909,17166468254745271,"April 1, 1905",,,,,,no,819,No,3024357,,I
Operation,1909,17166468254745739,,,,,,,no,1218,Yes,4901112,,I
Operation,1909,17166468254745273,,,,,,"$168,579.90",no,819,No,3024716,,I
Operation,1909,17166468254745267,,,,,,,no,816,No,3013293,,I
Operation,1909,17166468254745269,,,,,,,no,817,No,3018270,,I
Operation,1909,17166468254745246,,November 13,,,,,no,781,No,2888705,,I
Operation,1909,17166468254745248,,,,,,,no,784,No,2899117,,I
Operation,1909,17166468254745244,,,,,,,no,781,No,2888599,,I
Operation,1909,17166468254745254,July 17,September 3,,,,,no,788,No,2913999,,I
Operation,1909,17166468254745256,"June 1, 1909",From 1899 to 1904,,,,"$115,000",no,790,No,2921363,,I
Operation,1909,17166468254745250,November 25,December 4,,,,"$1,055.92",no,784,No,2899386,,I
Operation,1909,17166468254745252,,,,,,,no,786,No,2904952,,I
Operation,1909,17166468254745777,,,,,,,no,1237,Yes,4988334,,I
Operation,1909,17166468254745230,,,,,,,no,757,No,2792899,,I
Operation,1909,17166468254745232,,,,,,,no,757,No,2793196,,I
Operation,1909,17166468254745226,,,,,,,no,749,No,2766710,,I
Operation,1909,17166468254745228,,,,,,,no,757,No,2792854,,I
Operation,1909,17166468254745238,,,,,,"$15,669.95",no,781,No,2887872,,I
Operation,1909,17166468254745241,,November 4,November 5,November 13,,,no,781,No,2888303,,I
Operation,1909,17166468254745234,,,,,,,no,761,No,2811056,,I
Operation,1909,17166468254745775,,,,,,,no,1237,Yes,4988145,,I
Operation,1909,17166468254745774,,,,,,,no,1237,Yes,4988108,,I
Operation,1909,17166468254745236,,"October 9, 1905",,,,,no,781,No,2887707,,I
Operation,1909,17166468254745214,,,,,,,no,731,No,2695932,,I
Operation,1909,17166468254745216,,"July, 1909",,,,,no,733,No,2702390,,I
Operation,1909,17166468254745764,,,,,,,no,1234,Yes,4972943,,I
Operation,1909,17166468254745210,July 1908,"August, 1908",,,,$484.49,no,681,No,2519601,,I
Operation,1909,17166468254745766,,,,,,,no,1234,Yes,4973274,,I
Operation,1909,17166468254745212,,,,,,,no,709,No,2618245,,I
Operation,1909,17166468254745222,,,,,,,no,743,No,2742698,,I
Operation,1909,17166468254745224,,June 25,,,,,no,748,No,2761998,,I
Operation,1909,17166468254745218,,"June 30, 1909",,,,,no,735,No,2710146,,I
Operation,1909,17166468254745220,"May 21, 1909","July 1, 1909",,,,,no,737,No,2718387,,I
Operation,1909,17166468254745070,,,,,,,no,402,No,1471728,,I
Operation,1909,17166468254745072,,,,,,,no,410,No,1502515,,I
Operation,1909,17166468254745066,,"July 28, 1908",,,,,no,357,No,1314417,,I
Operation,1909,17166468254745068,,,,,,"$10,000",no,359,No,1321281,,I
Operation,1909,17166468254745078,,,,,,,no,426,No,1561522,,I
Operation,1909,17166468254745080,,,,,,,no,426,No,1561688,,I
Operation,1909,17166468254745074,"July, 1908","July, 1908",,,,,no,411,No,1504882,,I
Operation,1909,17166468254745076,,,,,,,no,411,No,1505344,,I
Operation,1909,17166468254745054,,,,,,,no,351,No,1291876,,I
Operation,1909,17166468254745056,,,,,,,no,351,No,1292054,,I
Operation,1909,17166468254745052,,,,,,,no,351,No,1291778,,I
Operation,1909,17166468254744888,,,,,,,no,31,No,123094,,I
Operation,1909,17166468254745062,,,,,,,no,355,No,1304901,,I
Operation,1909,17166468254745064,,,,,,,no,356,No,1308527,,I
Operation,1909,17166468254744892,,,,,,,no,53,No,197987,,I
Operation,1909,17166468254745060,,,,,,,no,353,No,1298992,,I
Operation,1909,17166468254744944,,,,,,,no,164,No,604722,,I
Operation,1909,17166468254745040,,,,,,,no,340,No,1252571,,I
Operation,1909,17166468254745035,,,,,,,no,336,No,1236508,,I
Operation,1909,17166468254745037,,,,,,,no,336,No,1236849,,I
Operation,1909,17166468254745047,,,,,,,no,845,No,1270301,,I
Operation,1909,17166468254745049,,,,,,,no,347,No,1277513,,I
Operation,1909,17166468254745042,,,,,,,no,340,No,1252712,,I
Operation,1909,17166468254745044,,,,,,,no,845,No,1270230,,I
Operation,1909,17166468254745023,,,,,,,no,324,No,1187913,,I
Operation,1909,17166468254745025,,,,,,,no,327,No,1201750,,I
Operation,1909,17166468254745018,,,,,,,no,320,No,1172388,,I
Operation,1909,17166468254745020,,,,,,,no,322,No,1180478,,I
Operation,1909,17166468254745031,,,,,,,no,330,No,1212781,,I
Operation,1909,17166468254745033,,,,,,,no,335,No,1235512,,I
Operation,1909,17166468254745027,,,,,,"$5,843.66",no,327,No,1202629,,I
Operation,1909,17166468254745029,,,,,,,no,330,No,1212637,,I
Operation,1909,17166468254745134,,,,,,,no,517,No,1914822,,I
Operation,1909,17166468254745136,,,,,,,no,524,No,1940734,,I
Operation,1909,17166468254745130,,,,,,,no,500,No,1851482,,I
Operation,1909,17166468254745132,,"January 14, 1901",,,,,no,502,No,1855379,,I
Operation,1909,17166468254745143,,,,,,,no,559,No,2073539,,I
Operation,1909,17166468254745145,,,,,,,no,559,No,2073914,,I
Operation,1909,17166468254745138,,,,,,,no,524,No,1940939,,I
Operation,1909,17166468254745140,,,,,,,no,525,No,1943021,,I
Operation,1909,17166468254745118,,,,,,,no,479,No,1769618,,I
Operation,1909,17166468254745120,,,,,,,no,482,No,1779496,,I
Operation,1909,17166468254745114,,,,,,,no,476,No,1758226,,I
Operation,1909,17166468254745116,,,,,,,no,476,No,1758279,,I
Operation,1909,17166468254745126,,,,,,,no,490,No,1809178,,I
Operation,1909,17166468254745128,,,,,,,no,490,No,1812121,,I
Operation,1909,17166468254745122,,,,,,,no,485,No,1791121,,I
Operation,1909,17166468254745124,,,,,,,no,489,No,1808073,,I
Operation,1909,17166468254745102,,,,,,"$72,382.88",no,447,No,1640314,,I
Operation,1909,17166468254745104,March 17,April 28,,,,"$22,992.85",no,448,No,1642389,,I
Operation,1909,17166468254745100,,,,,,,no,447,No,1640169,,I
Operation,1909,17166468254745110,,,,,,,no,474,No,1749949,,I
Operation,1909,17166468254745112,,,,,,,no,475,No,1752981,,I
Operation,1909,17166468254745106,,,,,,"$16,028.61",no,474,No,1749625,,I
Operation,1909,17166468254745108,,"September 19, 1907",,,,,no,474,No,1749865,,I
Operation,1909,17166468254745086,,,,,,,no,446,No,1636043,,I
Operation,1909,17166468254745088,"March, 1905",,,,,,no,447,No,1639101,,I
Operation,1909,17166468254745084,,,,,,,no,446,No,1635951,,I
Operation,1909,17166468254745095,"September, 1906",,,,,,no,447,No,1640009,,I
Operation,1909,17166468254745097,,,,,,,no,447,No,1640092,,I
Operation,1909,17166468254745885,,,,,,,no,1259,Yes,5089375,,I
Operation,1909,17166468254745090,"October 10, 1905","February, 1908",,,,,no,447,No,1639450,,I
Operation,1909,17166468254745093,,,,,,,no,447,No,1639614,,I
Operation,1909,17166468254745455,,"August 24, 1908",,,,,no,1048,Yes,3949112,,I
Operation,1909,17166468254745450,,"September 19, 1908",,,,,no,1046,Yes,3938190,,I
Operation,1909,17166468254745453,,,,,,,no,1046,Yes,3938363,,I
Operation,1909,17166468254745463,,,,,,,no,1049,Yes,3952122,,I
Operation,1909,17166468254745458,,,,,,,no,1048,Yes,3950009,,I
Operation,1909,17166468254745461,,,,,,,no,1048,Yes,3950164,,I
Operation,1909,17166468254745438,,,,,,,no,1033,Yes,3872986,,I
Operation,1909,17166468254745440,,,,,,,no,1033,Yes,3873113,,I
Operation,1909,17166468254745434,,,,,,,no,1032,Yes,3871403,,I
Operation,1909,17166468254745436,,,,,,,no,1033,Yes,3872728,,I
Operation,1909,17166468254745446,"December 26, 1908","December 26, 1908",,,,,no,1043,Yes,3921847,,I
Operation,1909,17166468254745448,,,,,,,no,1043,Yes,3922566,,I
Operation,1909,17166468254745442,"November 21, 1908","November 21, 1908",,,,,no,1041,Yes,3913119,,I
Operation,1909,17166468254745444,,,,,,,no,1041,Yes,3913966,,I
Operation,1909,17166468254745422,,,,,,,no,1020,Yes,3820838,,I
Operation,1909,17166468254745424,,,,,,,no,1023,Yes,3839264,,I
Operation,1909,17166468254745420,,,,,,,no,1019,Yes,3815681,,I
Operation,1909,17166468254745432,,"November 20, 1908",,,,,no,1030,Yes,3863730,,I
Operation,1909,17166468254745426,,,,,,,no,1028,Yes,3851366,,I
Operation,1909,17166468254745429,,,,,,,no,1028,Yes,3851475,,I
Operation,1909,17166468254745407,,"March 31, 1909",,,,,no,1016,Yes,3803190,,I
Operation,1909,17166468254745409,,"November 5, 1908",,,,,no,1016,Yes,3803810,,I
Operation,1909,17166468254745403,"August 5, 1908","September 8, 1908",,,,,no,1012,Yes,3786203,,I
Operation,1909,17166468254745405,September 5,,January 18,March 5,,,no,1014,Yes,3795816,,I
Operation,1909,17166468254745414,"December 17, 1908","February 12, 1909",,,,,no,1016,Yes,3804304,,I
Operation,1909,17166468254745417,,,,,,,no,1018,Yes,3813358,,I
Operation,1909,17166468254745412,,,,,,,no,1016,Yes,3803844,,I
Operation,1909,17166468254745518,,,,,,,no,1096,Yes,4336307,,I
Operation,1909,17166468254745520,,,,,,,no,1097,Yes,4339987,,I
Operation,1909,17166468254745514,,,,,,,no,1095,Yes,4331731,,I
Operation,1909,17166468254745516,,,,,,,no,1095,Yes,4331878,,I
Operation,1909,17166468254745526,,,,,,,no,1101,Yes,4350804,,I
Operation,1909,17166468254745528,,,,,,,no,1102,Yes,4351294,,I
Operation,1909,17166468254745522,,,,,,,no,1098,Yes,4340482,,I
Operation,1909,17166468254745524,,,,,,,no,1098,Yes,4341071,,I
Operation,1909,17166468254745502,"July 1, 1908","December 22, 1908",,,,"$13,860",no,1091,Yes,4282161,,I
Operation,1909,17166468254745504,,,,,,,no,1092,Yes,4284783,,I
Operation,1909,17166468254745498,,,,,,,no,1088,Yes,4273682,,I
Operation,1909,17166468254745500,,,,,,,no,1088,Yes,4273790,,I
